-0.0005	1	-2	0.4	1
0.0005	1	-2	0.4	1
0.0015	1	-2	0.4	1
0.0025	1	-2	0.4	1
0.0035	1	-2	0.4	1
0.0045	1	-2	0.4	1
0.0055	1	-2	0.4	1
0.0065	1	-2	0.4	1
0.0075	1	-2	0.4	1
0.0085	1	-2	0.4	1
0.0095	1	-2	0.4	1
0.0105	1	-2	0.4	1
0.0115	1	-2	0.4	1
0.0125	1	-2	0.4	1
0.0135	1	-2	0.4	1
0.0145	1	-2	0.4	1
0.0155	1	-2	0.4	1
0.0165	1	-2	0.4	1
0.0175	1	-2	0.4	1
0.0185	1	-2	0.4	1
0.0195	1	-2	0.4	1
0.0205	1	-2	0.4	1
0.0215	1	-2	0.4	1
0.0225	1	-2	0.4	1
0.0235	1	-2	0.4	1
0.0245	1	-2	0.4	1
0.0255	1	-2	0.4	1
0.0265	1	-2	0.4	1
0.0275	1	-2	0.4	1
0.0285	1	-2	0.4	1
0.0295	1	-2	0.4	1
0.0305	1	-2	0.4	1
0.0315	1	-2	0.4	1
0.0325	1	-2	0.4	1
0.0335	1	-2	0.4	1
0.0345	1	-2	0.4	1
0.0355	1	-2	0.4	1
0.0365	1	-2	0.4	1
0.0375	1	-2	0.4	1
0.0385	1	-2	0.4	1
0.0395	1	-2	0.4	1
0.0405	1	-2	0.4	1
0.0415	1	-2	0.4	1
0.0425	1	-2	0.4	1
0.0435	1	-2	0.4	1
0.0445	1	-2	0.4	1
0.0455	1	-2	0.4	1
0.0465	1	-2	0.4	1
0.0475	1	-2	0.4	1
0.0485	1	-2	0.4	1
0.0495	1	-2	0.4	1
0.0505	1	-2	0.4	1
0.0515	1	-2	0.4	1
0.0525	1	-2	0.4	1
0.0535	1	-2	0.4	1
0.0545	1	-2	0.4	1
0.0555	1	-2	0.4	1
0.0565	1	-2	0.4	1
0.0575	1	-2	0.4	1
0.0585	1	-2	0.4	1
0.0595	1	-2	0.4	1
0.0605	1	-2	0.4	1
0.0615	1	-2	0.4	1
0.0625	1	-2	0.4	1
0.0635	1	-2	0.4	1
0.0645	1	-2	0.4	1
0.0655	1	-2	0.4	1
0.0665	1	-2	0.4	1
0.0675	1	-2	0.4	1
0.0685	1	-2	0.4	1
0.0695	1	-2	0.4	1
0.0705	1	-2	0.4	1
0.0715	1	-2	0.4	1
0.0725	1	-2	0.4	1
0.0735	1	-2	0.4	1
0.0745	1	-2	0.4	1
0.0755	1	-2	0.4	1
0.0765	1	-2	0.4	1
0.0775	1	-2	0.4	1
0.0785	1	-2	0.4	1
0.0795	1	-2	0.4	1
0.0805	1	-2	0.4	1
0.0815	1	-2	0.4	1
0.0825	1	-2	0.4	1
0.0835	1	-2	0.4	1
0.0845	1	-2	0.4	1
0.0855	1	-2	0.4	1
0.0865	1	-2	0.4	1
0.0875	1	-2	0.4	1
0.0885	0.994447	-1.99583	0.396893	0.997775
0.0895	0.987078	-1.99028	0.392782	0.994811
0.0905	0.979752	-1.98472	0.388707	0.991851
0.0915	0.972471	-1.97917	0.384669	0.988896
0.0925	0.965232	-1.97361	0.380666	0.985945
0.0935	0.958037	-1.96806	0.3767	0.982999
0.0945	0.950885	-1.9625	0.372768	0.980057
0.0955	0.943776	-1.95695	0.368872	0.977119
0.0965	0.936709	-1.95139	0.365011	0.974186
0.0975	0.929684	-1.94583	0.361185	0.971257
0.0985	0.922702	-1.94028	0.357393	0.968333
0.0995	0.915762	-1.93472	0.353635	0.965413
0.1005	0.908864	-1.92917	0.349911	0.962497
0.1015	0.902007	-1.92361	0.346221	0.959586
0.1025	0.895191	-1.91806	0.342564	0.956679
0.1035	0.888417	-1.9125	0.338941	0.953777
0.1045	0.881684	-1.90695	0.33535	0.950879
0.1055	0.874992	-1.90139	0.331792	0.947986
0.1065	0.868341	-1.89583	0.328266	0.945096
0.1075	0.86173	-1.89028	0.324773	0.942212
0.1085	0.85516	-1.88472	0.321311	0.939331
0.1095	0.848629	-1.87917	0.317881	0.936456
0.1105	0.842139	-1.87361	0.314483	0.933584
0.1115	0.835688	-1.86806	0.311116	0.930717
0.1125	0.829277	-1.8625	0.307779	0.927854
0.1135	0.822905	-1.85695	0.304474	0.924996
0.1145	0.816573	-1.85139	0.301199	0.922142
0.1155	0.810279	-1.84583	0.297954	0.919293
0.1165	0.804025	-1.84028	0.294739	0.916448
0.1175	0.797809	-1.83472	0.291554	0.913607
0.1185	0.791632	-1.82917	0.288398	0.910771
0.1195	0.785493	-1.82361	0.285272	0.907939
0.1205	0.779392	-1.81806	0.282175	0.905112
0.1215	0.773329	-1.8125	0.279106	0.902289
0.1225	0.767304	-1.80695	0.276067	0.89947
0.1235	0.761316	-1.80139	0.273056	0.896656
0.1245	0.755366	-1.79583	0.270072	0.893847
0.1255	0.749453	-1.79028	0.267117	0.891041
0.1265	0.743577	-1.78472	0.26419	0.88824
0.1275	0.737739	-1.77917	0.26129	0.885444
0.1285	0.731936	-1.77361	0.258418	0.882652
0.1295	0.726171	-1.76806	0.255573	0.879864
0.1305	0.720442	-1.7625	0.252754	0.877081
0.1315	0.714749	-1.75695	0.249962	0.874302
0.1325	0.709092	-1.75139	0.247197	0.871527
0.1335	0.703471	-1.74583	0.244458	0.868757
0.1345	0.697886	-1.74028	0.241745	0.865992
0.1355	0.692336	-1.73472	0.239058	0.86323
0.1365	0.686821	-1.72917	0.236397	0.860474
0.1375	0.681342	-1.72361	0.233761	0.857721
0.1385	0.675898	-1.71806	0.23115	0.854973
0.1395	0.670489	-1.7125	0.228564	0.85223
0.1405	0.665114	-1.70695	0.226003	0.84949
0.1415	0.659774	-1.70139	0.223467	0.846756
0.1425	0.654468	-1.69583	0.220955	0.844025
0.1435	0.649197	-1.69028	0.218467	0.841299
0.1445	0.643959	-1.68472	0.216004	0.838578
0.1455	0.638755	-1.67917	0.213564	0.835861
0.1465	0.633585	-1.67361	0.211148	0.833148
0.1475	0.628449	-1.66806	0.208756	0.830439
0.1485	0.623346	-1.6625	0.206386	0.827736
0.1495	0.618276	-1.65695	0.20404	0.825036
0.1505	0.613239	-1.65139	0.201717	0.822341
0.1515	0.608235	-1.64583	0.199416	0.81965
0.1525	0.603264	-1.64028	0.197138	0.816964
0.1535	0.598325	-1.63472	0.194882	0.814282
0.1545	0.593419	-1.62917	0.192649	0.811605
0.1555	0.588545	-1.62361	0.190437	0.808932
0.1565	0.583703	-1.61806	0.188247	0.806263
0.1575	0.578893	-1.6125	0.186079	0.803599
0.1585	0.574114	-1.60695	0.183932	0.800939
0.1595	0.569368	-1.60139	0.181807	0.798283
0.1605	0.564652	-1.59583	0.179702	0.795632
0.1615	0.559969	-1.59028	0.177619	0.792986
0.1625	0.555316	-1.58472	0.175556	0.790344
0.1635	0.550694	-1.57917	0.173514	0.787706
0.1645	0.546103	-1.57361	0.171492	0.785073
0.1655	0.541543	-1.56806	0.169491	0.782444
0.1665	0.537013	-1.5625	0.167509	0.779819
0.1675	0.532513	-1.55695	0.165547	0.777199
0.1685	0.528044	-1.55139	0.163606	0.774583
0.1695	0.523605	-1.54583	0.161683	0.771972
0.1705	0.519196	-1.54028	0.15978	0.769365
0.1715	0.514816	-1.53472	0.157897	0.766762
0.1725	0.510466	-1.52917	0.156032	0.764164
0.1735	0.506146	-1.52361	0.154186	0.761571
0.1745	0.501854	-1.51806	0.152359	0.758981
0.1755	0.497592	-1.5125	0.150551	0.756396
0.1765	0.493359	-1.50695	0.148761	0.753816
0.1775	0.489155	-1.50139	0.146989	0.75124
0.1785	0.48498	-1.49583	0.145236	0.748668
0.1795	0.480833	-1.49028	0.1435	0.746101
0.1805	0.476714	-1.48472	0.141782	0.743538
0.1815	0.472624	-1.47917	0.140082	0.74098
0.1825	0.468562	-1.47361	0.138399	0.738426
0.1835	0.464528	-1.46806	0.136734	0.735876
0.1845	0.460522	-1.4625	0.135086	0.733331
0.1855	0.456543	-1.45695	0.133455	0.73079
0.1865	0.452592	-1.45139	0.131841	0.728254
0.1875	0.448669	-1.44583	0.130243	0.725722
0.1885	0.444772	-1.44028	0.128663	0.723194
0.1895	0.440903	-1.43472	0.127098	0.720671
0.1905	0.437061	-1.42917	0.12555	0.718152
0.1915	0.433245	-1.42361	0.124019	0.715638
0.1925	0.429456	-1.41806	0.122503	0.713128
0.1935	0.425694	-1.4125	0.121003	0.710623
0.1945	0.421958	-1.40695	0.119519	0.708122
0.1955	0.418249	-1.40139	0.118051	0.705625
0.1965	0.414566	-1.39583	0.116598	0.703133
0.1975	0.410908	-1.39028	0.11516	0.700645
0.1985	0.407277	-1.38472	0.113738	0.698161
0.1995	0.403671	-1.37917	0.112331	0.695682
0.2005	0.400091	-1.37361	0.110938	0.693208
0.2015	0.396536	-1.36806	0.109561	0.690737
0.2025	0.393006	-1.3625	0.108198	0.688272
0.2035	0.389502	-1.35695	0.10685	0.68581
0.2045	0.386023	-1.35139	0.105516	0.683353
0.2055	0.382569	-1.34583	0.104196	0.680901
0.2065	0.379139	-1.34028	0.102891	0.678452
0.2075	0.375734	-1.33472	0.1016	0.676009
0.2085	0.372354	-1.32917	0.100322	0.673569
0.2095	0.368998	-1.32361	0.0990588	0.671134
0.2105	0.365666	-1.31806	0.0978089	0.668704
0.2115	0.362358	-1.3125	0.0965725	0.666278
0.2125	0.359074	-1.30695	0.0953495	0.663856
0.2135	0.355815	-1.30139	0.0941398	0.661439
0.2145	0.352578	-1.29583	0.0929433	0.659026
0.2155	0.349366	-1.29028	0.0917599	0.656617
0.2165	0.346177	-1.28472	0.0905894	0.654213
0.2175	0.343011	-1.27917	0.0894317	0.651813
0.2185	0.339869	-1.27361	0.0882867	0.649418
0.2195	0.336749	-1.26806	0.0871543	0.647027
0.2205	0.333653	-1.2625	0.0860344	0.644641
0.2215	0.330579	-1.25695	0.0849269	0.642259
